Target,PE_Firm,Entry_Transaction_ID,Entry_Date,Exit_Transaction_ID,Exit_Date,reprisk_id,Company,sectors,no_reported_risk_exposure
Allis-Chalmers Energy Inc.,"Lime Rock Partners V, L.P.",,,SPTRD412986,2011-02-23,12878,Allis-Chalmers Energy Inc.,Oil and Gas,True
AloStar Bank of Commerce,State Bank and Trust Company (:STBZ),SPTRD230378,2017-09-30,,,202889,AloStar Bank of Commerce,Banks,True
AloStar Bank of Commerce,AloStar Bank of Commerce,,,SPTRD230378,2017-09-30,202889,AloStar Bank of Commerce,Banks,True
"Alpha Media Group, Inc.","Cerberus Capital Management, L.P.",SPTRD159937,2009-08-31,,,2086547,"Alpha Media Group, Inc.",Media,True
"Alpha Media Group, Inc.",Quadrangle Group LLC,,,SPTRD159937,2009-08-31,2086547,"Alpha Media Group, Inc.",Media,True
"ALPS Holdings, Inc.","SS&C GIDS, Inc. (:DST)",SPTRD158914,2011-10-31,,,1244904,"ALPS Holdings, Inc.",Financial Services,True
"ALPS Holdings, Inc.","Lovell Minnick Equity Partners II, L.P.",,,SPTRD158914,2011-10-31,1244904,"ALPS Holdings, Inc.",Financial Services,True
Alterna Holdings Corp.,"TSG4, L.P.",SPTRD687267,2005-04-30,SPTRD692373,2005-04-13,118250,Alterna Holdings Corp.,Personal and Household Goods,True
Alterna Holdings Corp.,"TSG Consumer Partners, LP",SPTRD687267,2005-04-30,SPTRD692373,2005-04-13,118250,Alterna Holdings Corp.,Personal and Household Goods,True
Alterna Holdings Corp.,"The Markham Prestige Group, Inc.",SPTRD692373,2005-04-13,,,118250,Alterna Holdings Corp.,Personal and Household Goods,True
Alterna Holdings Corp.,Alterna Holdings Corp.,,,SPTRD687267,2005-04-30,118250,Alterna Holdings Corp.,Personal and Household Goods,True
Ameriana Bancorp,First Merchants Corporation (NASDAQGS:FRME),SPTRD203490,2015-12-31,,,49899,Ameriana Bancorp,Banks,True
Ameriana Bancorp,Ameriana Bancorp (:ASBI),,,SPTRD203490,2015-12-31,49899,Ameriana Bancorp,Banks,True
"American Axle & Manufacturing Holdings, Inc.","Blackstone Capital Partners II, L.P.",SPTRD553823,1997-09-26,,,2420878,"American Axle & Manufacturing Holdings, Inc.",Automobiles and Parts | Financial Services,False
"American Axle & Manufacturing Holdings, Inc.",Blackstone Inc. (NYSE:BX),SPTRD553823,1997-09-26,,,2420878,"American Axle & Manufacturing Holdings, Inc.",Automobiles and Parts | Financial Services,False
"American Axle & Manufacturing Holdings, Inc.","American Axle & Manufacturing Holdings, Inc. (NYSE:AXL)",,,SPTRD553823,1997-09-26,2420878,"American Axle & Manufacturing Holdings, Inc.",Automobiles and Parts | Financial Services,False
"American Beacon Advisors, Inc.","Lighthouse Holdings, Inc.",SPTRD139363,2008-09-15,,,151319,"American Beacon Advisors, Inc.",Financial Services,False
"American Beacon Advisors, Inc.",American Airlines Group Inc. (NASDAQGS:AAL),,,SPTRD139363,2008-09-15,151319,"American Beacon Advisors, Inc.",Financial Services,False
American Business Bank,Endicott Management Company,,,SPTRD1890767,2017-03-17,44912,American Business Bank,Banks,True
"American Chartered Bancorp, Inc.","MB Financial, Inc. (:MBFI)",SPTRD207242,2016-08-24,,,1238715,"American Chartered Bancorp, Inc.",Financial Services,True
"American Chartered Bancorp, Inc.","American Chartered Bancorp, Inc.",,,SPTRD207242,2016-08-24,1238715,"American Chartered Bancorp, Inc.",Financial Services,True
American Community Newspapers Inc.,"Spire Capital Partners, LLC",,,SPTRD1962351,2007-07-31,59306,American Community Newspapers Inc.,Media,True
American Community Newspapers Inc.,"Spire Capital Partners, L.P.",,,SPTRD1962351,2007-07-31,59306,American Community Newspapers Inc.,Media,True
"American Dental Partners, Inc.","Heartland Dental, LLC",SPTRD1880412,2021-06-15,,,35818,"American Dental Partners, Inc.",Support Services (Industrial Goods and Services),True
"American Dental Partners, Inc.","JLL Partners, LLC",SPTRD420739,2012-02-09,SPTRD1880412,2021-06-15,35818,"American Dental Partners, Inc.",Support Services (Industrial Goods and Services),True
"American Dental Partners, Inc.","JLL Partners VI, L.P.",SPTRD420739,2012-02-09,SPTRD1880412,2021-06-15,35818,"American Dental Partners, Inc.",Support Services (Industrial Goods and Services),True
"American Dental Partners, Inc.","Ancient Art, L.P.",,,SPTRD420739,2012-02-09,35818,"American Dental Partners, Inc.",Support Services (Industrial Goods and Services),True
"American Dental Partners, Inc.","Stadium Capital Management, LLC",,,SPTRD420739,2012-02-09,35818,"American Dental Partners, Inc.",Support Services (Industrial Goods and Services),True
"American Dental Partners, Inc.","Teton Capital Partners, L.P.",,,SPTRD420739,2012-02-09,35818,"American Dental Partners, Inc.",Support Services (Industrial Goods and Services),True
"American Dental Partners, Inc.","Trango II, L.L.C.",,,SPTRD420739,2012-02-09,35818,"American Dental Partners, Inc.",Support Services (Industrial Goods and Services),True
"American Dental Partners, Inc.","Stadium Capital Partners, LP",,,SPTRD420739,2012-02-09,35818,"American Dental Partners, Inc.",Support Services (Industrial Goods and Services),True
"American Dental Partners, Inc.",BlackRock Inc,,,SPTRD420739,2012-02-09,35818,"American Dental Partners, Inc.",Support Services (Industrial Goods and Services),True
"American Dental Partners, Inc.",Dimensional Fund Advisors LP,,,SPTRD420739,2012-02-09,35818,"American Dental Partners, Inc.",Support Services (Industrial Goods and Services),True
"American Dental Partners, Inc.","Bares Capital Management, Inc.",,,SPTRD420739,2012-02-09,35818,"American Dental Partners, Inc.",Support Services (Industrial Goods and Services),True
"American Dental Partners, Inc.","Water Island Capital, LLC",,,SPTRD420739,2012-02-09,35818,"American Dental Partners, Inc.",Support Services (Industrial Goods and Services),True
American Independence Corp.,Independence Holding Company (:IHC),SPTRD396332,2003-07-30,,,45687,American Independence Corp.,Insurance,True
American Independence Corp.,Cyberworks Ventures,,,SPTRD396332,2003-07-30,45687,American Independence Corp.,Insurance,True
American Retirement Corp.,Brookdale Senior Living Inc. (NYSE:BKD),SPTRD422139,2006-07-25,,,269333,American Retirement Corp.,Health Care Equipment and Services,True
American Retirement Corp.,"Healthpeak Properties, Inc. (NYSE:DOC)",,,SPTRD422139,2006-07-25,269333,American Retirement Corp.,Health Care Equipment and Services,True
"American Tire Distributors, Inc.",Investcorp S.A.,SPTRD496869,2005-03-31,,,110701,"American Tire Distributors, Inc.",Automobiles and Parts,True
"American Tire Distributors, Inc.","1818 Mezzanine Fund, L.P.",,,SPTRD496869,2005-03-31,110701,"American Tire Distributors, Inc.",Automobiles and Parts,True
"American Tire Distributors, Inc.","Charlesbank Capital Partners, LLC",,,SPTRD496869,2005-03-31,110701,"American Tire Distributors, Inc.",Automobiles and Parts,True
"American Tire Distributors, Inc.",BBH Capital Partners,,,SPTRD496869,2005-03-31,110701,"American Tire Distributors, Inc.",Automobiles and Parts,True
"American Tire Distributors, Inc.","Charlesbank Equity Fund IV, L.P.",,,SPTRD496869,2005-03-31,110701,"American Tire Distributors, Inc.",Automobiles and Parts,True
American-Amicable Holding Inc.,IA American Life Insurance Company,SPTRD152517,2010-07-19,,,1285879,American-Amicable Holding Inc.,Financial Services,True
American-Amicable Holding Inc.,"Thoma Cressey Bravo, Inc.",,,SPTRD152517,2010-07-19,1285879,American-Amicable Holding Inc.,Financial Services,True
Americas United Bank,California BanCorp. (NASDAQCM:BCAL),SPTRD1371837,2018-07-31,,,92990,Americas United Bank,Banks,True
Americas United Bank,Americas United Bank (:AUNB),,,SPTRD1371837,2018-07-31,92990,Americas United Bank,Banks,True
Ameriforge Group Inc.,"First Reserve Fund XII, L.P.",SPTRD488706,2012-12-20,,,1811147,Ameriforge Group Inc.,Financial Services,True
Ameriforge Group Inc.,"First Reserve Management, L.P.",SPTRD488706,2012-12-20,,,1811147,Ameriforge Group Inc.,Financial Services,True
Ameriforge Group Inc.,Post Oak Companies LP,,,SPTRD488706,2012-12-20,1811147,Ameriforge Group Inc.,Financial Services,True
Amisys Managed Care Systems Inc.,"Platinum Equity, LLC",SPTRD482297,2001-07-23,,,1347394,Amisys Managed Care Systems Inc.,Software and Computer Services,True
Amisys Managed Care Systems Inc.,"Mckesson Provider Technologies, LLC (:HBOC)",SPTRD964203,1997-06-13,,,1347394,Amisys Managed Care Systems Inc.,Software and Computer Services,True
Amisys Managed Care Systems Inc.,"ABS Capital Partners, L.P.",,,SPTRD964203,1997-06-13,1347394,Amisys Managed Care Systems Inc.,Software and Computer Services,True
Amisys Managed Care Systems Inc.,Greylock Partners,,,SPTRD964203,1997-06-13,1347394,Amisys Managed Care Systems Inc.,Software and Computer Services,True
Amisys Managed Care Systems Inc.,"New Enterprise Associates, Inc.",,,SPTRD964203,1997-06-13,1347394,Amisys Managed Care Systems Inc.,Software and Computer Services,True
Amisys Managed Care Systems Inc.,"ABS Capital Partners, Inc.",,,SPTRD964203,1997-06-13,1347394,Amisys Managed Care Systems Inc.,Software and Computer Services,True
Amisys Managed Care Systems Inc.,McKesson Corporation (NYSE:MCK),,,SPTRD482297,2001-07-23,1347394,Amisys Managed Care Systems Inc.,Software and Computer Services,True
"Amobee, Inc.",Singapore Telecommunications Limited (SGX:Z74),SPTRD432049,2012-04-13,,,980780,"Amobee, Inc.",Media | Software and Computer Services,True
"Amobee, Inc.",Motorola Solutions Venture Capital,,,SPTRD432049,2012-04-13,980780,"Amobee, Inc.",Media | Software and Computer Services,True
"Amobee, Inc.",Vodafone Ventures Limited,,,SPTRD432049,2012-04-13,980780,"Amobee, Inc.",Media | Software and Computer Services,True
"Amobee, Inc.","Globespan Capital Management, LLC",,,SPTRD432049,2012-04-13,980780,"Amobee, Inc.",Media | Software and Computer Services,True
"Amobee, Inc.","Cisco Systems, Inc. (NASDAQGS:CSCO)",,,SPTRD432049,2012-04-13,980780,"Amobee, Inc.",Media | Software and Computer Services,True
"Amobee, Inc.",Sequoia Capital Israel Ltd.,,,SPTRD432049,2012-04-13,980780,"Amobee, Inc.",Media | Software and Computer Services,True
"Amobee, Inc.",Amdocs Limited (NASDAQGS:DOX),,,SPTRD432049,2012-04-13,980780,"Amobee, Inc.",Media | Software and Computer Services,True
"Amobee, Inc.","Telefónica, S.A. (BME:TEF)",,,SPTRD432049,2012-04-13,980780,"Amobee, Inc.",Media | Software and Computer Services,True
"Amobee, Inc.",Accel Partners,,,SPTRD432049,2012-04-13,980780,"Amobee, Inc.",Media | Software and Computer Services,True
"Amports, Inc.",Instar Asset Management Inc.,SPTRD1420591,2018-04-03,,,1436294,"Amports, Inc.",Automobiles and Parts,True
"Amports, Inc.","Lincolnshire Equity Fund III, L.P.",SPTRD733225,2006-05-25,,,1436294,"Amports, Inc.",Automobiles and Parts,True
"Amports, Inc.","Lincolnshire Management, Inc.",SPTRD733225,2006-05-25,SPTRD1420591,2018-04-03,1436294,"Amports, Inc.",Automobiles and Parts,True
"Amports, Inc.",Associated British Ports Holdings Limited (:ABP),,,SPTRD733225,2006-05-25,1436294,"Amports, Inc.",Automobiles and Parts,True
"Amports, Inc.",Private Equity Group,,,SPTRD1420591,2018-04-03,1436294,"Amports, Inc.",Automobiles and Parts,True
"AmTrust Financial Services, Inc.",Stone Point Capital LLC,SPTRD1144605,2018-11-29,,,11056,"AmTrust Financial Services, Inc.",Insurance,False
"AmTrust Financial Services, Inc.","Trident VII, L.P.",SPTRD1144605,2018-11-29,,,11056,"AmTrust Financial Services, Inc.",Insurance,False
"AmTrust Financial Services, Inc.","Evergreen Parent, L.P.",SPTRD1144605,2018-11-29,,,11056,"AmTrust Financial Services, Inc.",Insurance,False
"AmTrust Financial Services, Inc.","Evergreen Parent Gp, LLC",SPTRD1144605,2018-11-29,,,11056,"AmTrust Financial Services, Inc.",Insurance,False
"AmTrust Financial Services, Inc.","AmTrust Financial Services, Inc. (:AFSI)",,,SPTRD1144605,2018-11-29,11056,"AmTrust Financial Services, Inc.",Insurance,False
"AmWINS Group, Inc.","New Mountain Capital, L.L.C.",SPTRD163258,2012-06-06,SPTRD337832,2016-10-19,157016,"AmWINS Group, Inc.",Insurance,True
"AmWINS Group, Inc.","SkyKnight Capital, L.P.",SPTRD2058172,2023-11-14,,,157016,"AmWINS Group, Inc.",Insurance,True
"AmWINS Group, Inc.","Genstar Capital, LLC",SPTRD2058172,2023-11-14,,,157016,"AmWINS Group, Inc.",Insurance,True
"AmWINS Group, Inc.",Public Sector Pension Investment Board,SPTRD324857,2015-04-20,SPTRD2058172,2023-11-14,157016,"AmWINS Group, Inc.",Insurance,True
"AmWINS Group, Inc.","Dragoneer Investment Group, LLC",SPTRD337832,2016-10-19,,,157016,"AmWINS Group, Inc.",Insurance,True
"AmWINS Group, Inc.","American Capital, Ltd. (:ACAS)",SPTRD867833,2012-06-30,,,157016,"AmWINS Group, Inc.",Insurance,True
"AmWINS Group, Inc.","PCP Managers, L.P.",,,SPTRD163258,2012-06-06,157016,"AmWINS Group, Inc.",Insurance,True
"AmWINS Group, Inc.","AmWINS Group, Inc.",,,SPTRD867834,2015-01-20,157016,"AmWINS Group, Inc.",Insurance,True
Anchor BanCorp Wisconsin Inc.,"Badger Anchor Holdings, LLC",SPTRD149195,,,,14244,Anchor BanCorp Wisconsin Inc.,Banks,False
Anchor BanCorp Wisconsin Inc.,Old National Bancorp (NASDAQGS:ONB),SPTRD208794,2016-05-01,,,14244,Anchor BanCorp Wisconsin Inc.,Banks,False
Anchor BanCorp Wisconsin Inc.,Anchor BanCorp Wisconsin Inc. (:ABCW),,,SPTRD149195,,14244,Anchor BanCorp Wisconsin Inc.,Banks,False
"Ansira Partners, Inc.","Advent International, L.P.",SPTRD217771,2016-12-20,,,598394,"Ansira Partners, Inc.",Media,True
"Ansira Partners, Inc.","KRG Capital Partners, LLC",,,SPTRD217771,2016-12-20,598394,"Ansira Partners, Inc.",Media,True
"Ansira, Inc.","KRG Capital Partners, LLC",SPTRD162814,2012-03-19,,,182827,"Ansira, Inc.",Support Services (Industrial Goods and Services),True
"Ansira, Inc.","Ansira Partners, Inc.",,,SPTRD162814,2012-03-19,182827,"Ansira, Inc.",Support Services (Industrial Goods and Services),True
"APAC Customer Services, Inc.","OEP Capital Advisors, L.P.",SPTRD158755,2011-10-14,,,36641,"APAC Customer Services, Inc.",Support Services (Industrial Goods and Services),True
"APAC Customer Services, Inc.","EGS Customer Care, Inc. (:APAC)",,,SPTRD158755,2011-10-14,36641,"APAC Customer Services, Inc.",Support Services (Industrial Goods and Services),True
"Apache Industrial Services, Inc.",2SV Capital LLC,SPTRD1001527,2009-08-04,SPTRD445004,2013-09-24,1404824,"Apache Industrial Services, Inc.",Automobiles and Parts,True
"Apache Industrial Services, Inc.",Tuckerman Capital,SPTRD1001527,2009-08-04,SPTRD445004,2013-09-24,1404824,"Apache Industrial Services, Inc.",Automobiles and Parts,True
"Apache Industrial Services, Inc.","Tuckerman Capital III, L.P.",SPTRD1001527,2009-08-04,SPTRD445004,2013-09-24,1404824,"Apache Industrial Services, Inc.",Automobiles and Parts,True
"Apache Industrial Services, Inc.",Quantum Capital,SPTRD349926,2017-02-03,,,1404824,"Apache Industrial Services, Inc.",Automobiles and Parts,True
"Apache Industrial Services, Inc.","GoldPoint Partners Co-Investment V, L.P.",SPTRD445004,2013-09-24,SPTRD349926,2017-02-03,1404824,"Apache Industrial Services, Inc.",Automobiles and Parts,True
"Apache Industrial Services, Inc.",MML Capital Partners,SPTRD445004,2013-09-24,SPTRD349926,2017-02-03,1404824,"Apache Industrial Services, Inc.",Automobiles and Parts,True
"Apache Industrial Services, Inc.",GoldPoint Partners LLC,SPTRD445004,2013-09-24,SPTRD349926,2017-02-03,1404824,"Apache Industrial Services, Inc.",Automobiles and Parts,True
"Apache Industrial Services, Inc.",CIGNA Investment Management,SPTRD445004,2013-09-24,,,1404824,"Apache Industrial Services, Inc.",Automobiles and Parts,True
"Apache Industrial Services, Inc.","Mezzanine Management Fund V, L.P.",SPTRD445004,2013-09-24,SPTRD349926,2017-02-03,1404824,"Apache Industrial Services, Inc.",Automobiles and Parts,True
"Apache Industrial Services, Inc.","Apache Industrial Services, Inc.",,,SPTRD1001527,2009-08-04,1404824,"Apache Industrial Services, Inc.",Automobiles and Parts,True
"Apollo Residential Mortgage, Inc.","Apollo Commercial Real Estate Finance, Inc. (NYSE:ARI)",SPTRD210206,2016-08-31,,,101742,"Apollo Residential Mortgage, Inc.",Financial Services,True
"Apollo Residential Mortgage, Inc.","Apollo Residential Mortgage, Inc. (:AMTG)",,,SPTRD210206,2016-08-31,101742,"Apollo Residential Mortgage, Inc.",Financial Services,True
"Apple Hospitality REIT, Inc.","MacKenzie Capital Management, LP",SPTRD1817218,2014-07-15,,,173827,"Apple Hospitality REIT, Inc.",Financial Services,True
"Apple Hospitality REIT, Inc.","Sutter Capital Management, LLC",SPTRD1817218,2014-07-15,,,173827,"Apple Hospitality REIT, Inc.",Financial Services,True
"Apple Hospitality REIT, Inc.","SCM Special Fund 3, LP",SPTRD1817218,2014-07-15,,,173827,"Apple Hospitality REIT, Inc.",Financial Services,True
"Apple Hospitality REIT, Inc.",Coastal Realty Business Trust,SPTRD1817218,2014-07-15,,,173827,"Apple Hospitality REIT, Inc.",Financial Services,True
"Apple Hospitality REIT, Inc.","Apple Hospitality REIT, Inc. (NYSE:APLE)",,,SPTRD1817218,2014-07-15,173827,"Apple Hospitality REIT, Inc.",Financial Services,True
"Applied Graphics Technologies, Inc.","Kohlberg & Company, L.L.C.",SPTRD849834,2003-10-10,,,2195143,"Applied Graphics Technologies, Inc.",Support Services (Industrial Goods and Services) | Software and Computer Services,True
"Applied Graphics Technologies, Inc.","Kohlberg Investors IV, L.P.",SPTRD849834,2003-10-10,,,2195143,"Applied Graphics Technologies, Inc.",Support Services (Industrial Goods and Services) | Software and Computer Services,True
"Applied Graphics Technologies, Inc.","Seven Worldwide, Inc. (:AGD)",,,SPTRD849834,2003-10-10,2195143,"Applied Graphics Technologies, Inc.",Support Services (Industrial Goods and Services) | Software and Computer Services,True
Applied Systems Inc.,"Bain Capital, LP",SPTRD127188,2006-09-30,,,157039,Applied Systems Inc.,Software and Computer Services,False
Applied Systems Inc.,"JMI Management, L.P.",SPTRD191118,2014-01-24,,,157039,Applied Systems Inc.,Software and Computer Services,False
Applied Systems Inc.,Hellman & Friedman LLC,SPTRD191118,2014-01-24,,,157039,Applied Systems Inc.,Software and Computer Services,False
Applied Systems Inc.,"Vista Equity Partners Management, LLC",,,SPTRD127188,2006-09-30,157039,Applied Systems Inc.,Software and Computer Services,False
Applied Systems Inc.,"Bain Capital Private Equity, LP",,,SPTRD191118,2014-01-24,157039,Applied Systems Inc.,Software and Computer Services,False
"Apria, Inc.","Byram Healthcare Centers, Inc.",SPTRD1930981,2022-03-29,,,2381933,"Apria, Inc.",Health Care Equipment and Services,False
