,Company,Target ID,Target,Year,PE_Firm,PE-backed,reprisk_id,current_RRI,RRI_trend,peak_RRI,peak_RRI_date,RepRisk_rating,country_sector_average,environmental_percentage,social_percentage,governance_percentage,headquarter_country_code,sectors
144,"Alex eSolutions, Inc.",4154800,"Alex eSolutions, Inc.",2011,[],0,653295,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
145,"Alex eSolutions, Inc.",4154800,"Alex eSolutions, Inc.",2012,[],0,653295,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
146,"Alex eSolutions, Inc.",4154800,"Alex eSolutions, Inc.",2013,[],0,653295,0,0,0,,AA,22,0%,0%,0%,US,Financial Services
147,"Alex eSolutions, Inc.",4154800,"Alex eSolutions, Inc.",2014,[],0,653295,0,0,0,,AA,22,0%,0%,0%,US,Financial Services
148,"Alex eSolutions, Inc.",4154800,"Alex eSolutions, Inc.",2015,[],0,653295,0,0,0,,AA,21,0%,0%,0%,US,Financial Services
149,"Alex eSolutions, Inc.",4154800,"Alex eSolutions, Inc.",2016,[],0,653295,0,0,0,,AA,21,0%,0%,0%,US,Financial Services
150,"Alex eSolutions, Inc.",4154800,"Alex eSolutions, Inc.",2017,[],0,653295,0,0,0,,AA,22,0%,0%,0%,US,Financial Services
151,"Alex eSolutions, Inc.",4154800,"Alex eSolutions, Inc.",2018,[],0,653295,0,0,0,,AA,23,0%,0%,0%,US,Financial Services
152,"Alex eSolutions, Inc.",4154800,"Alex eSolutions, Inc.",2019,[],0,653295,0,0,0,,AA,23,0%,0%,0%,US,Financial Services
153,"Alex eSolutions, Inc.",4154800,"Alex eSolutions, Inc.",2020,[],0,653295,23,-1,26,2020-10-28,A,26,0%,0%,100%,US,Financial Services
154,"AmTrust Financial Services, Inc.",4043916,"AmTrust Financial Services, Inc.",2007,[],0,11056,0,0,0,,AA,27,0%,0%,0%,US,Insurance
155,"AmTrust Financial Services, Inc.",4043916,"AmTrust Financial Services, Inc.",2008,[],0,11056,0,0,0,,AA,27,0%,0%,0%,US,Insurance
156,"AmTrust Financial Services, Inc.",4043916,"AmTrust Financial Services, Inc.",2009,[],0,11056,0,0,0,,AA,22,0%,0%,0%,US,Insurance
157,"AmTrust Financial Services, Inc.",4043916,"AmTrust Financial Services, Inc.",2010,[],0,11056,0,0,0,,AA,22,0%,0%,0%,US,Insurance
158,"AmTrust Financial Services, Inc.",4043916,"AmTrust Financial Services, Inc.",2011,[],0,11056,0,0,0,,AAA,19,0%,0%,0%,US,Insurance
159,"AmTrust Financial Services, Inc.",4043916,"AmTrust Financial Services, Inc.",2012,[],0,11056,0,0,0,,AA,20,0%,0%,0%,US,Insurance
160,"AmTrust Financial Services, Inc.",4043916,"AmTrust Financial Services, Inc.",2013,[],0,11056,25,25,26,2013-12-27,AA,21,0%,0%,100%,US,Insurance
161,"AmTrust Financial Services, Inc.",4043916,"AmTrust Financial Services, Inc.",2014,[],0,11056,9,-1,26,2013-12-27,AA,21,0%,0%,100%,US,Insurance
162,"AmTrust Financial Services, Inc.",4043916,"AmTrust Financial Services, Inc.",2015,[],0,11056,0,0,25,2013-12-31,AA,19,0%,0%,100%,US,Insurance
163,"AmTrust Financial Services, Inc.",4043916,"AmTrust Financial Services, Inc.",2016,[],0,11056,0,0,9,2015-01-01,AAA,19,0%,0%,0%,US,Insurance
164,"AmTrust Financial Services, Inc.",4043916,"AmTrust Financial Services, Inc.",2017,[],0,11056,17,-2,20,2017-10-17,AA,21,0%,0%,0%,US,Insurance
165,"AmTrust Financial Services, Inc.",4043916,"AmTrust Financial Services, Inc.",2018,['Stone Point Capital LLC'],1,11056,1,-1,20,2017-10-17,AA,21,0%,0%,0%,US,Insurance
166,"AmTrust Financial Services, Inc.",4043916,"AmTrust Financial Services, Inc.",2019,['Stone Point Capital LLC'],1,11056,2,-1,17,2017-12-31,AA,21,0%,0%,0%,US,Insurance
167,"AmTrust Financial Services, Inc.",4043916,"AmTrust Financial Services, Inc.",2020,['Stone Point Capital LLC'],1,11056,16,-2,25,2020-06-17,A,25,0%,0%,100%,US,Insurance
168,American Credit Indemnity Company,11544,American Credit Indemnity Company,2007,[],0,274872,0,0,0,,AA,27,0%,0%,0%,US,Insurance
169,American Credit Indemnity Company,11544,American Credit Indemnity Company,2008,[],0,274872,0,0,0,,AA,27,0%,0%,0%,US,Insurance
170,American Credit Indemnity Company,11544,American Credit Indemnity Company,2009,[],0,274872,0,0,0,,AA,22,0%,0%,0%,US,Insurance
171,American Credit Indemnity Company,11544,American Credit Indemnity Company,2010,[],0,274872,0,0,0,,AA,22,0%,0%,0%,US,Insurance
172,American Credit Indemnity Company,11544,American Credit Indemnity Company,2011,[],0,274872,0,0,0,,AAA,19,0%,0%,0%,US,Insurance
173,American Credit Indemnity Company,11544,American Credit Indemnity Company,2012,[],0,274872,0,0,0,,AA,20,0%,0%,0%,US,Insurance
174,American Credit Indemnity Company,11544,American Credit Indemnity Company,2013,[],0,274872,0,0,0,,AA,21,0%,0%,0%,US,Insurance
175,American Credit Indemnity Company,11544,American Credit Indemnity Company,2014,[],0,274872,0,0,0,,AA,21,0%,0%,0%,US,Insurance
176,American Credit Indemnity Company,11544,American Credit Indemnity Company,2015,[],0,274872,0,0,0,,AAA,19,0%,0%,0%,US,Insurance
177,American Credit Indemnity Company,11544,American Credit Indemnity Company,2016,[],0,274872,0,0,0,,AAA,19,0%,0%,0%,US,Insurance
178,American Credit Indemnity Company,11544,American Credit Indemnity Company,2017,[],0,274872,15,-2,26,2017-05-18,AA,21,0%,0%,0%,US,Insurance
179,American Credit Indemnity Company,11544,American Credit Indemnity Company,2018,[],0,274872,0,0,26,2017-05-18,AA,21,0%,0%,0%,US,Insurance
180,American Credit Indemnity Company,11544,American Credit Indemnity Company,2019,[],0,274872,0,0,15,2017-12-31,AA,21,0%,0%,0%,US,Insurance
181,American Credit Indemnity Company,11544,American Credit Indemnity Company,2020,[],0,274872,0,0,0,2018-11-01,AA,25,0%,0%,0%,US,Insurance
182,American Income Life Insurance Company,14529,American Income Life Insurance Company,2007,['GTCR LLC'],1,2075504,0,0,0,,AA,27,0%,0%,0%,US,Insurance
183,American Income Life Insurance Company,14529,American Income Life Insurance Company,2008,['GTCR LLC'],1,2075504,0,0,0,,AA,27,0%,0%,0%,US,Insurance
184,American Income Life Insurance Company,14529,American Income Life Insurance Company,2009,['GTCR LLC'],1,2075504,0,0,0,,AA,22,0%,0%,0%,US,Insurance
185,American Income Life Insurance Company,14529,American Income Life Insurance Company,2010,['GTCR LLC'],1,2075504,0,0,0,,AA,22,0%,0%,0%,US,Insurance
186,American Income Life Insurance Company,14529,American Income Life Insurance Company,2011,['GTCR LLC'],1,2075504,0,0,0,,AAA,19,0%,0%,0%,US,Insurance
187,American Income Life Insurance Company,14529,American Income Life Insurance Company,2012,['GTCR LLC'],1,2075504,0,0,0,,AA,20,0%,0%,0%,US,Insurance
188,American Income Life Insurance Company,14529,American Income Life Insurance Company,2013,['GTCR LLC'],1,2075504,0,0,0,,AA,21,0%,0%,0%,US,Insurance
189,American Income Life Insurance Company,14529,American Income Life Insurance Company,2014,['GTCR LLC'],1,2075504,0,0,0,,AA,21,0%,0%,0%,US,Insurance
190,American Income Life Insurance Company,14529,American Income Life Insurance Company,2015,['GTCR LLC'],1,2075504,0,0,0,,AAA,19,0%,0%,0%,US,Insurance
191,American Income Life Insurance Company,14529,American Income Life Insurance Company,2016,['GTCR LLC'],1,2075504,0,0,0,,AAA,19,0%,0%,0%,US,Insurance
192,American Income Life Insurance Company,14529,American Income Life Insurance Company,2017,['GTCR LLC'],1,2075504,0,0,0,,AA,21,0%,0%,0%,US,Insurance
193,American Income Life Insurance Company,14529,American Income Life Insurance Company,2018,['GTCR LLC'],1,2075504,0,0,0,,AA,21,0%,0%,0%,US,Insurance
194,American Income Life Insurance Company,14529,American Income Life Insurance Company,2019,['GTCR LLC'],1,2075504,0,0,0,,AA,21,0%,0%,0%,US,Insurance
195,American Income Life Insurance Company,14529,American Income Life Insurance Company,2020,['GTCR LLC'],1,2075504,24,-1,26,2020-11-25,A,25,0%,100%,0%,US,Insurance
196,"Anker Coal Group, Inc.",4103034,"Anker Coal Group, Inc.",2007,[],0,119804,0,0,0,,AA,23,0%,0%,0%,US,Mining
197,"Anker Coal Group, Inc.",4103034,"Anker Coal Group, Inc.",2008,[],0,119804,0,0,0,,AA,23,0%,0%,0%,US,Mining
198,"Anker Coal Group, Inc.",4103034,"Anker Coal Group, Inc.",2009,[],0,119804,0,0,0,,AA,21,0%,0%,0%,US,Mining
199,"Anker Coal Group, Inc.",4103034,"Anker Coal Group, Inc.",2010,[],0,119804,0,0,0,,AA,24,0%,0%,0%,US,Mining
200,"Anker Coal Group, Inc.",4103034,"Anker Coal Group, Inc.",2011,[],0,119804,0,0,0,,AA,24,0%,0%,0%,US,Mining
201,"Anker Coal Group, Inc.",4103034,"Anker Coal Group, Inc.",2012,[],0,119804,0,0,0,,AA,24,0%,0%,0%,US,Mining
202,"Anker Coal Group, Inc.",4103034,"Anker Coal Group, Inc.",2013,[],0,119804,24,-2,26,2013-11-29,A,24,0%,0%,0%,US,Mining
203,"Anker Coal Group, Inc.",4103034,"Anker Coal Group, Inc.",2014,[],0,119804,8,-1,26,2013-11-29,A,24,0%,0%,0%,US,Mining
204,"Anker Coal Group, Inc.",4103034,"Anker Coal Group, Inc.",2015,[],0,119804,0,0,24,2013-12-31,AA,23,0%,0%,0%,US,Mining
205,"Anker Coal Group, Inc.",4103034,"Anker Coal Group, Inc.",2016,[],0,119804,0,0,7,2015-01-01,AA,20,0%,0%,0%,US,Mining
206,"Anker Coal Group, Inc.",4103034,"Anker Coal Group, Inc.",2017,[],0,119804,0,0,0,2015-06-01,AA,21,0%,0%,0%,US,Mining
207,"Anker Coal Group, Inc.",4103034,"Anker Coal Group, Inc.",2018,[],0,119804,0,0,0,,AA,21,0%,0%,0%,US,Mining
208,"Anker Coal Group, Inc.",4103034,"Anker Coal Group, Inc.",2019,[],0,119804,0,0,0,,AA,22,0%,0%,0%,US,Mining
209,"Anker Coal Group, Inc.",4103034,"Anker Coal Group, Inc.",2020,[],0,119804,0,0,0,,AA,25,0%,0%,0%,US,Mining
210,"Armstrong World Industries, Inc.",4060429,"Armstrong World Industries, Inc.",2007,[],0,3134,0,-1,32,2006-05-11,A,16,50%,50%,0%,US,Construction and Materials
211,"Armstrong World Industries, Inc.",4060429,"Armstrong World Industries, Inc.",2008,[],0,3134,0,0,16,2007-01-01,AAA,19,0%,0%,0%,US,Construction and Materials
212,"Armstrong World Industries, Inc.",4060429,"Armstrong World Industries, Inc.",2009,"['TPG Capital, L.P.']",1,3134,0,0,0,2007-12-01,AAA,19,0%,0%,0%,US,Construction and Materials
213,"Armstrong World Industries, Inc.",4060429,"Armstrong World Industries, Inc.",2010,"['TPG Capital, L.P.']",1,3134,24,-1,32,2010-10-20,A,19,50%,50%,0%,US,Construction and Materials
214,"Armstrong World Industries, Inc.",4060429,"Armstrong World Industries, Inc.",2011,"['TPG Capital, L.P.']",1,3134,7,-1,32,2010-10-20,A,19,50%,50%,0%,US,Construction and Materials
215,"Armstrong World Industries, Inc.",4060429,"Armstrong World Industries, Inc.",2012,"['TPG Capital, L.P.']",1,3134,11,-1,29,2012-01-22,AA,19,0%,100%,0%,US,Construction and Materials
216,"Armstrong World Industries, Inc.",4060429,"Armstrong World Industries, Inc.",2013,"['TPG Capital, L.P.']",1,3134,0,0,29,2012-01-22,A,22,0%,100%,0%,US,Construction and Materials
217,"Armstrong World Industries, Inc.",4060429,"Armstrong World Industries, Inc.",2014,"['TPG Capital, L.P.']",1,3134,22,-2,26,2014-10-19,AA,22,50%,50%,0%,US,Construction and Materials
218,"Armstrong World Industries, Inc.",4060429,"Armstrong World Industries, Inc.",2015,"['TPG Capital, L.P.']",1,3134,24,-1,26,2014-10-19,AA,21,33%,67%,0%,US,Construction and Materials
219,"Armstrong World Industries, Inc.",4060429,"Armstrong World Industries, Inc.",2016,"['TPG Capital, L.P.']",1,3134,7,-1,26,2015-11-20,AA,20,0%,100%,0%,US,Construction and Materials
220,"Armstrong World Industries, Inc.",4060429,"Armstrong World Industries, Inc.",2017,"['TPG Capital, L.P.']",1,3134,0,0,24,2016-01-01,AA,21,0%,0%,0%,US,Construction and Materials
221,"Armstrong World Industries, Inc.",4060429,"Armstrong World Industries, Inc.",2018,"['TPG Capital, L.P.']",1,3134,22,-1,29,2018-09-18,A,22,50%,50%,0%,US,Construction and Materials
222,"Armstrong World Industries, Inc.",4060429,"Armstrong World Industries, Inc.",2019,"['TPG Capital, L.P.']",1,3134,5,-2,29,2018-09-18,A,22,50%,50%,0%,US,Construction and Materials
223,"Armstrong World Industries, Inc.",4060429,"Armstrong World Industries, Inc.",2020,"['TPG Capital, L.P.']",1,3134,0,0,22,2019-01-01,AA,25,0%,0%,0%,US,Construction and Materials
224,"Asbury Automotive Group, Inc.",4067004,"Asbury Automotive Group, Inc.",2007,['Ripplewood Advisors L.L.C.'],1,13139,0,0,0,,AA,25,0%,0%,0%,US,Retail
225,"Asbury Automotive Group, Inc.",4067004,"Asbury Automotive Group, Inc.",2008,['Ripplewood Advisors L.L.C.'],1,13139,0,0,0,,AA,25,0%,0%,0%,US,Retail
226,"Asbury Automotive Group, Inc.",4067004,"Asbury Automotive Group, Inc.",2009,['Ripplewood Advisors L.L.C.'],1,13139,0,0,0,,AA,22,0%,0%,0%,US,Retail
227,"Asbury Automotive Group, Inc.",4067004,"Asbury Automotive Group, Inc.",2010,['Ripplewood Advisors L.L.C.'],1,13139,0,0,0,,AA,20,0%,0%,0%,US,Retail
228,"Asbury Automotive Group, Inc.",4067004,"Asbury Automotive Group, Inc.",2011,['Ripplewood Advisors L.L.C.'],1,13139,0,0,0,,AAA,19,0%,0%,0%,US,Retail
229,"Asbury Automotive Group, Inc.",4067004,"Asbury Automotive Group, Inc.",2012,['Ripplewood Advisors L.L.C.'],1,13139,0,0,0,,AAA,19,0%,0%,0%,US,Retail
230,"Asbury Automotive Group, Inc.",4067004,"Asbury Automotive Group, Inc.",2013,['Ripplewood Advisors L.L.C.'],1,13139,0,0,0,,AA,21,0%,0%,0%,US,Retail
231,"Asbury Automotive Group, Inc.",4067004,"Asbury Automotive Group, Inc.",2014,['Ripplewood Advisors L.L.C.'],1,13139,0,0,0,,AA,21,0%,0%,0%,US,Retail
232,"Asbury Automotive Group, Inc.",4067004,"Asbury Automotive Group, Inc.",2015,['Ripplewood Advisors L.L.C.'],1,13139,0,0,0,,AAA,19,0%,0%,0%,US,Retail
233,"Asbury Automotive Group, Inc.",4067004,"Asbury Automotive Group, Inc.",2016,['Ripplewood Advisors L.L.C.'],1,13139,36,36,36,2016-12-16,A,19,0%,0%,100%,US,Retail
234,"Asbury Automotive Group, Inc.",4067004,"Asbury Automotive Group, Inc.",2017,['Ripplewood Advisors L.L.C.'],1,13139,13,-1,36,2016-12-16,A,20,0%,0%,100%,US,Retail
235,"Asbury Automotive Group, Inc.",4067004,"Asbury Automotive Group, Inc.",2018,['Ripplewood Advisors L.L.C.'],1,13139,0,0,36,2016-12-31,A,21,0%,0%,0%,US,Retail
236,"Asbury Automotive Group, Inc.",4067004,"Asbury Automotive Group, Inc.",2019,['Ripplewood Advisors L.L.C.'],1,13139,0,-1,15,2019-01-15,AA,22,0%,0%,0%,US,Retail
237,"Asbury Automotive Group, Inc.",4067004,"Asbury Automotive Group, Inc.",2020,['Ripplewood Advisors L.L.C.'],1,13139,0,0,15,2019-01-15,AA,24,0%,0%,0%,US,Retail
238,Asset Acceptance Capital Corp.,4090151,Asset Acceptance Capital Corp.,2007,"['Quad-C Management, Inc.']",1,13454,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
239,Asset Acceptance Capital Corp.,4090151,Asset Acceptance Capital Corp.,2008,"['Quad-C Management, Inc.']",1,13454,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
240,Asset Acceptance Capital Corp.,4090151,Asset Acceptance Capital Corp.,2009,"['Quad-C Management, Inc.']",1,13454,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
241,Asset Acceptance Capital Corp.,4090151,Asset Acceptance Capital Corp.,2010,"['Quad-C Management, Inc.']",1,13454,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
242,Asset Acceptance Capital Corp.,4090151,Asset Acceptance Capital Corp.,2011,"['Quad-C Management, Inc.']",1,13454,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
243,Asset Acceptance Capital Corp.,4090151,Asset Acceptance Capital Corp.,2012,"['Quad-C Management, Inc.']",1,13454,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
244,Asset Acceptance Capital Corp.,4090151,Asset Acceptance Capital Corp.,2013,"['Quad-C Management, Inc.']",1,13454,0,0,0,,AA,22,0%,0%,0%,US,Financial Services
245,Asset Acceptance Capital Corp.,4090151,Asset Acceptance Capital Corp.,2014,"['Quad-C Management, Inc.']",1,13454,0,0,0,,AA,22,0%,0%,0%,US,Financial Services
246,Asset Acceptance Capital Corp.,4090151,Asset Acceptance Capital Corp.,2015,"['Quad-C Management, Inc.']",1,13454,22,-1,31,2015-09-09,A,21,0%,50%,50%,US,Financial Services
247,Asset Acceptance Capital Corp.,4090151,Asset Acceptance Capital Corp.,2016,"['Quad-C Management, Inc.']",1,13454,5,-1,31,2015-09-09,A,21,0%,50%,50%,US,Financial Services
248,Asset Acceptance Capital Corp.,4090151,Asset Acceptance Capital Corp.,2017,"['Quad-C Management, Inc.']",1,13454,0,0,22,2016-01-01,AA,22,0%,0%,0%,US,Financial Services
249,Asset Acceptance Capital Corp.,4090151,Asset Acceptance Capital Corp.,2018,"['Quad-C Management, Inc.']",1,13454,0,0,5,2016-12-31,AA,23,0%,0%,0%,US,Financial Services
250,Asset Acceptance Capital Corp.,4090151,Asset Acceptance Capital Corp.,2019,"['Quad-C Management, Inc.']",1,13454,0,0,0,2017-03-31,AA,23,0%,0%,0%,US,Financial Services
251,Asset Acceptance Capital Corp.,4090151,Asset Acceptance Capital Corp.,2020,"['Quad-C Management, Inc.']",1,13454,0,0,0,,AA,26,0%,0%,0%,US,Financial Services
252,"BATS Global Markets, Inc..",4234892,"BATS Global Markets, Inc..",2007,[],0,74805,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
253,"BATS Global Markets, Inc..",4234892,"BATS Global Markets, Inc..",2008,[],0,74805,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
254,"BATS Global Markets, Inc..",4234892,"BATS Global Markets, Inc..",2009,[],0,74805,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
255,"BATS Global Markets, Inc..",4234892,"BATS Global Markets, Inc..",2010,[],0,74805,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
256,"BATS Global Markets, Inc..",4234892,"BATS Global Markets, Inc..",2011,[],0,74805,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
257,"BATS Global Markets, Inc..",4234892,"BATS Global Markets, Inc..",2012,[],0,74805,16,-1,42,2012-04-04,BBB,20,0%,0%,100%,US,Financial Services
258,"BATS Global Markets, Inc..",4234892,"BATS Global Markets, Inc..",2013,"['TA Associates Management, L.P.', 'Spectrum Equity Management, L.P.']",1,74805,0,0,42,2012-04-04,BBB,22,0%,0%,100%,US,Financial Services
259,"BATS Global Markets, Inc..",4234892,"BATS Global Markets, Inc..",2014,"['TA Associates Management, L.P.', 'Spectrum Equity Management, L.P.']",1,74805,29,5,43,2014-09-08,BBB,22,0%,0%,100%,US,Financial Services
260,"BATS Global Markets, Inc..",4234892,"BATS Global Markets, Inc..",2015,"['TA Associates Management, L.P.', 'Spectrum Equity Management, L.P.']",1,74805,12,-1,43,2014-09-08,BBB,21,0%,0%,100%,US,Financial Services
261,"BATS Global Markets, Inc..",4234892,"BATS Global Markets, Inc..",2016,"['TA Associates Management, L.P.', 'Spectrum Equity Management, L.P.']",1,74805,10,-1,39,2015-01-16,BBB,21,0%,0%,100%,US,Financial Services
262,"BATS Global Markets, Inc..",4234892,"BATS Global Markets, Inc..",2017,"['TA Associates Management, L.P.', 'Spectrum Equity Management, L.P.']",1,74805,0,0,25,2016-02-01,AA,22,0%,0%,100%,US,Financial Services
263,"BATS Global Markets, Inc..",4234892,"BATS Global Markets, Inc..",2018,"['TA Associates Management, L.P.', 'Spectrum Equity Management, L.P.']",1,74805,0,0,10,2016-12-31,AA,23,0%,0%,0%,US,Financial Services
264,"BATS Global Markets, Inc..",4234892,"BATS Global Markets, Inc..",2019,"['TA Associates Management, L.P.', 'Spectrum Equity Management, L.P.']",1,74805,0,0,0,2017-06-30,AA,23,0%,0%,0%,US,Financial Services
265,"BATS Global Markets, Inc..",4234892,"BATS Global Markets, Inc..",2020,"['TA Associates Management, L.P.', 'Spectrum Equity Management, L.P.']",1,74805,0,0,0,,AA,26,0%,0%,0%,US,Financial Services
266,"BELFOR Holdings, Inc.",4147094,"BELFOR Holdings, Inc.",2007,[],0,318652,0,0,0,,AA,28,0%,0%,0%,US,Support Services (Industrial Goods and Services)
267,"BELFOR Holdings, Inc.",4147094,"BELFOR Holdings, Inc.",2008,[],0,318652,0,0,0,,AA,28,0%,0%,0%,US,Support Services (Industrial Goods and Services)
268,"BELFOR Holdings, Inc.",4147094,"BELFOR Holdings, Inc.",2009,[],0,318652,0,0,0,,AA,20,0%,0%,0%,US,Support Services (Industrial Goods and Services)
269,"BELFOR Holdings, Inc.",4147094,"BELFOR Holdings, Inc.",2010,[],0,318652,0,0,0,,AA,21,0%,0%,0%,US,Support Services (Industrial Goods and Services)
270,"BELFOR Holdings, Inc.",4147094,"BELFOR Holdings, Inc.",2011,[],0,318652,0,0,0,,AA,21,0%,0%,0%,US,Support Services (Industrial Goods and Services)
271,"BELFOR Holdings, Inc.",4147094,"BELFOR Holdings, Inc.",2012,[],0,318652,0,0,0,,AA,20,0%,0%,0%,US,Support Services (Industrial Goods and Services)
272,"BELFOR Holdings, Inc.",4147094,"BELFOR Holdings, Inc.",2013,[],0,318652,0,0,0,,AA,23,0%,0%,0%,US,Support Services (Industrial Goods and Services)
273,"BELFOR Holdings, Inc.",4147094,"BELFOR Holdings, Inc.",2014,[],0,318652,0,0,0,,AA,23,0%,0%,0%,US,Support Services (Industrial Goods and Services)
274,"BELFOR Holdings, Inc.",4147094,"BELFOR Holdings, Inc.",2015,[],0,318652,0,0,0,,AA,23,0%,0%,0%,US,Support Services (Industrial Goods and Services)
275,"BELFOR Holdings, Inc.",4147094,"BELFOR Holdings, Inc.",2016,[],0,318652,0,0,0,,AA,23,0%,0%,0%,US,Support Services (Industrial Goods and Services)
276,"BELFOR Holdings, Inc.",4147094,"BELFOR Holdings, Inc.",2017,[],0,318652,25,-3,32,2017-11-09,A,21,0%,100%,0%,US,Support Services (Industrial Goods and Services)
277,"BELFOR Holdings, Inc.",4147094,"BELFOR Holdings, Inc.",2018,[],0,318652,8,-1,32,2017-11-09,A,22,0%,100%,0%,US,Support Services (Industrial Goods and Services)
278,"BELFOR Holdings, Inc.",4147094,"BELFOR Holdings, Inc.",2019,['American Securities LLC'],1,318652,16,-1,26,2019-05-15,AA,22,0%,100%,0%,US,Support Services (Industrial Goods and Services)
279,"BELFOR Holdings, Inc.",4147094,"BELFOR Holdings, Inc.",2020,['American Securities LLC'],1,318652,0,-1,26,2019-05-15,A,24,0%,100%,0%,US,Support Services (Industrial Goods and Services)
280,"BKF Capital Group, Inc.",3001234,"BKF Capital Group, Inc.",2007,[],0,115321,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
281,"BKF Capital Group, Inc.",3001234,"BKF Capital Group, Inc.",2008,"['The Catalyst Group, Inc.']",1,115321,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
282,"BKF Capital Group, Inc.",3001234,"BKF Capital Group, Inc.",2009,"['The Catalyst Group, Inc.']",1,115321,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
283,"BKF Capital Group, Inc.",3001234,"BKF Capital Group, Inc.",2010,"['The Catalyst Group, Inc.']",1,115321,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
