SP_ENTITY_NAME,SP_ENTITY_ID,SP_COMPANY_NAME,SP_COMPANY_STATUS,SP_COMPANY_TYPE,SPONSOR_BACKED_INFO,reprisk_id,company_name_reprisk,sectors,no_reported_risk_exposure
"Airbrite, Inc.",5273381,"Airbrite, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [SV Angel;Elementum Ventures, LLC;Y Combinator Management, LLC;General Catalyst Group Management, LLC;CAA Ventures]",1366129,Airbrite Inc.,Software and Computer Services,True
"Airtrax, Inc. (OTCPK:AITX)",4104411,"Airtrax, Inc.",Out of Business,Private Company,"Prior Sponsor-Backed [Lerner Enterprises, LLC;Harborview Advisors LLC;Whalehaven Capital Fund Limited;Iroquois Capital Management, LLC;Meadowbrook Capital Management, LLC;Nite Capital Management, LLC;DKR Capital Inc.;Alpha Capital Anstalt;Stonestreet Limited Partnership;Excalibur Capital Management Inc.]",58906,Airtrax Inc,Industrial Engineering,True
"Akamai Technologies, Inc. (NASDAQGS:AKAM)",4186103,"Akamai Technologies, Inc.",Operating,Public Company,"Pending or Current Sponsor-Backed [Spark Capital Partners, LLC;SixThirty Ventures, LLC;BOLDstart Ventures Management LLC]

Prior Sponsor-Backed [Industry Ventures, L.L.C.;Baker Capital Corp.;Mayfield Fund, L.L.C.;PSINet Ventures;Shelter Capital Partners;PTK Capital;TCW Investment Management Company LLC;Elliott Management Corporation;GIV Venture Partners;Cisco Investments;Battery Ventures L.P.;Integral Capital Partners;Institutional Venture Partners;WestBridge Ventures;Cervin Ventures;Polaris Growth Management, L.L.C.]",8174,Akamai Technologies Inc,Software and Computer Services,False
AKQA Inc.,4152865,AKQA Inc.,Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Francisco Partners Management, L.P.;H-FARM S.p.A. (BIT:FARM) (BIT : FARM);General Atlantic Service Company, L.P.;Accenture Technology Ventures;CIBC Capital Partners;The Preserve Capital Group]",1030888,Akqa Inc,Support Services (Industrial Goods and Services),True
"Alamosa Holdings, Inc. (NASDAQGM:ALMO)",4136852,"Alamosa Holdings, Inc.",Operating,Private Company,Prior Sponsor-Backed [Rosewood Private Investments],86122,Alamosa Holdings Inc,Telecommunications,True
"Alanco Technologies, Inc. (OTCPK:ALAN)",4280925,"Alanco Technologies, Inc.",Operating,Private Company,"Pending or Current Sponsor-Backed [WS Ventures Management, L.P.;Hudson Bay Capital Management LP;Rhino Capital Inc.]

Prior Sponsor-Backed [Downsview Capital, Inc.;Whalehaven Capital Fund Limited;Iroquois Capital Management, LLC;Seaside 88, LLC;Omicron Capital, L.P.;Vertical Ventures, LLC;Comvest Advisors, LLC]",48189,Alanco Technologies Inc,Technology Hardware and Equipment,True
"Alaska Communications Systems Group, Inc. (NASDAQGM:ALSK)",4104068,"Alaska Communications Systems Group, Inc.",Operating Subsidiary,Private Company,"Pending or Current Sponsor-Backed [Freedom 3 Capital, LLC]

Prior Sponsor-Backed [Fox Paine & Company, L.L.C.;Tar Holdings Llc;22NW, LP]",12847,Alaska Communications Systems Group Inc,Telecommunications,True
"Alaska Pacific Bancshares, Inc. (NASDAQGM:AKPB)",4047138,"Alaska Pacific Bancshares, Inc.",Acquired,Private Company,"Prior Sponsor-Backed [Palisade Capital Management, LP;Alaska Pacific Bancshares, Inc., ESOP]",52607,Alaska Pacific Bancshares Inc,Banks,True
Albina Community Bancorp (OTCPK:ACBC.Q),1024752,Albina Community Bancorp,Operating,Private Company,Never Sponsor-Backed,54967,Albina Community Bancorp,Banks,True
"Albridge Solutions, Inc.",4186815,"Albridge Solutions, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Allianz of America, Inc.;Charterhouse Strategic Partners LLC;Axiom Venture Partners, L.P.;BV Investment Partners, L.P.;Desai Capital Management, Inc., Prior to change in line of business;Post Capital Partners LLC;Hudson Venture Partners, L.P.]",1242984,Albridge Solutions Inc,Financial Services,True
"Alco Services, Inc.",4190879,"Alco Services, Inc.",Operating,Private Company,Never Sponsor-Backed,1398669,Alco Services Inc.,Automobiles and Parts,True
"Alderwoods Group, LLC (NASDAQGM:AWGI)",4091777,"Alderwoods Group, LLC",Operating Subsidiary,Private Company,Prior Sponsor-Backed [Allied Capital Corporation (NYSE:ALD) (NYSE : ALD);GSC Group Inc.],269123,Alderwoods Group LLC,Retail,True
Alegion Inc.,5281879,Alegion Inc.,Operating,Private Company,Never Sponsor-Backed,1359189,Alegion INC,Software and Computer Services,True
"Alere Medical, Inc.",4339737,"Alere Medical, Inc.",Acquired,Private Company,"Prior Sponsor-Backed [Firemark Investments;EuclidSR Partners;Flagship Pioneering, Inc;Skywood Ventures;Cutlass Capital, LLC;Westech Investment Advisors, LLC;WindRose Health Investors, LLC;Nevada Ventures, LP;SR One Capital Management, LP;Institutional Venture Partners;TA Associates Management, L.P.;Band of Angels]",1306769,Alere Medical Inc,Health Care Equipment and Services,True
"Aleri, Inc.",4206300,"Aleri, Inc.",Acquired,Private Company,"Prior Sponsor-Backed [Portage Venture Partners;Knickerbocker, LLC;Early Stage Enterprises, LP;Gold-Zack AG (DB:GOZ2) (DB : GOZ2);Greenfield Capital Partners B.V.;Split Rock Partners, LLC;Allegra Partners;St. Paul Venture Capital, Inc.]",1361474,Aleri INC,Software and Computer Services,True
"Alexander's, Inc. (NYSE:ALX)",107230,"Alexander's, Inc.",Operating,Public Company,"Pending or Current Sponsor-Backed [Lionbridge Asset Management, LLC]

Prior Sponsor-Backed [Keystone Group LP]",7615,Alexander's Inc,Financial Services,True
"Alexandria Real Estate Equities, Inc. (NYSE:ARE)",111908,"Alexandria Real Estate Equities, Inc.",Operating,Public Company,"Pending or Current Sponsor-Backed [The Vanguard Group, Inc.]",7632,Alexandria Real Estate Equities Inc,Financial Services,True
"ALG, Inc.",4146752,"ALG, Inc.",Operating Subsidiary,Private Company,Prior Sponsor-Backed [JPMC Strategic Investments I Corporation],1047363,ALG Inc,Support Services (Industrial Goods and Services),True
"Alger Associates, Inc.",4065701,"Alger Associates, Inc.",Operating,Private Company,Never Sponsor-Backed,361489,Alger Associates Inc,Financial Services,True
"Algiers Bancorp, Inc. (OTCPK:ALGC)",102682,"Algiers Bancorp, Inc.",Out of Business,Private Company,Never Sponsor-Backed,86471,Algiers Bancorp Inc,Banks | Financial Services,True
"Algorithmic, Inc",4439292,"Algorithmic, Inc",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Runa Capital Advisors Limited;Club Italia Investimenti 2 SPA;Lend Academy Investments, LLC]",1360699,Algorithmic INC,Software and Computer Services,True
"Alibris, Inc. (NASDAQGM:ALBR)",4252033,"Alibris, Inc.",Operating,Private Company,"Prior Sponsor-Backed [Bedrock Capital Partners;Kohlberg Ventures LLC;Aberdare Ventures;Lightspeed Ventures, LLC;Lighthouse Capital Partners;@Ventures]",1478534,Alibris INC,Software and Computer Services,True
"Alice.com, Inc.",4293443,"Alice.com, Inc.",Reorganizing,Private Company,"Pending or Current Sponsor-Backed [Kegonsa Capital Partners, LLC;DaneVest Capital LLC;Key Capital Investment Management Limited]

Prior Sponsor-Backed [Digital Assets Deployment, S.L.;On-Line Ventures, Inc]",1476129,Alicecom INC,Software and Computer Services,True
"A-Life Medical, Inc.",4272242,"A-Life Medical, Inc.",Acquired,Private Company,"Prior Sponsor-Backed [Sorrento Associates, Inc.;Callier Interests;Southeastern Technology Fund;Jemison Investment Company;Eastside Partners]",1328929,A-Life Medical INC,Health Care Equipment and Services,True
"Alignment Healthcare, Inc. (NASDAQGS:ALHC)",27851507,"Alignment Healthcare, Inc.",Operating,Public Company,"Pending or Current Sponsor-Backed [Warburg Pincus LLC;Oxeon Investments LLC;Ascension Ventures, LLC;General Atlantic Service Company, L.P.;Fidelity Investments]

Prior Sponsor-Backed [T. Rowe Price Associates, Inc.;Durable Capital Partners, LP;CR Group L.P.;Fidelity Management & Research Company LLC;Ascend Capital Partners Manager LP]",1334269,Alignment Healthcare Inc,Health Care Equipment and Services | Software and Computer Services,False
"Alinea Invest, Inc.",27702426,"Alinea Invest, Inc.",Operating,Private Company,"Pending or Current Sponsor-Backed [Y Combinator Management, LLC;DragonCapital.vc;Super Capital VC;GREE VR Capital, LLC;Work Life Ventures;Kima Ventures SAS;Foundersx Ventures, Llc;VentureSouq Management Limited;Goodwater Capital, LLC;B5 Capital;Gaingels Truework LLC;F7 Ventures]",2524597,Alinea Invest Inc,Software and Computer Services,True
Alkanza Inc.,4572299,Alkanza Inc.,Operating,Private Company,"Pending or Current Sponsor-Backed [Westech Investment Advisors, LLC]

Prior Sponsor-Backed [Hi Ventures;VERONORTE S.A.S]",1359929,Alkanza INC,Software and Computer Services,True
All Island Media Inc.,4274899,All Island Media Inc.,Operating,Private Company,"Pending or Current Sponsor-Backed [Wafra Partners LLC]

Prior Sponsor-Backed [PFLT Funding II, LLC (NASDAQGM:MCGC) (NASDAQGM : MCGC);Hamilton Robinson Capital Partners LLC;Midwest Mezzanine Funds;Mmf Capital Management V LLC;Granite Bridge Partners LLC]",202874,All Island Media Inc,Media,True
"All Line, Inc. (OTCPK:ALIN)",4220921,"All Line, Inc.",Operating,Private Company,Never Sponsor-Backed,97764,All Line Inc,Personal and Household Goods,True
"All Star Directories, Inc.",4153785,"All Star Directories, Inc.",Operating,Private Company,"Prior Sponsor-Backed [Austin Ventures;Tritium Partners, LLC]",614172,All Star Directories Inc,Support Services (Industrial Goods and Services),True
"All Web Leads, Inc.",4294953,"All Web Leads, Inc.",Operating,Private Company,"Prior Sponsor-Backed [Genstar Capital Management, LLC;SSM Management Company, LLC;Genstar Capital, LLC;Great Hill Partners, LP;Dillon Joyce Ltd.;C&B Capital, L.P.;Bryant Stibel]",632366,All Web Leads Inc,Insurance | Financial Services,True
"AllBusiness.com, Inc.",4188983,"AllBusiness.com, Inc.",Operating,Private Company,"Prior Sponsor-Backed [VantagePoint Capital Partners;REV Venture Partners Limited;Kleiner Perkins Caufield & Byers;Sutter Hill Ventures;KKR & Co. Inc. (NYSE:KKR) (NYSE : KKR);RRE Ventures LLC;American Express Interactive Enterprise Development;Canaan Management, Inc.;The Carlyle Group Inc. (NASDAQGS:CG) (NASDAQGS : CG);Monitor Venture Associates, LLC;TCMI Inc.;Platform Ventures]",2182978,"Allbusiness.Com, Inc.",Financial Services,True
"Allegheny Energy, Inc. (NYSE:AYE)",4057037,"Allegheny Energy, Inc.",Acquired,Private Company,"Prior Sponsor-Backed [BKF Asset Management, Inc.;Abrams Capital, LLC;Highbridge Capital Management, LLC;QVT Financial LP;Duquesne Capital Management, L.L.C.;Perry Corp;Zimmer Lucas Capital, LLC;D.E. Shaw Laminar Portfolios, LLC;Amaranth Advisors, LLC;Merced Capital, L.P.;Promethean Asset Management, LLC;Canyon Capital Advisors LLC;Alexandra Investment Management, LLC;King Street Capital Management, L.P.;Polygon Investment Partners LLP]",293460,Allegheny Energy Inc,Utilities,False
"Allegiance Telecom, Inc. (NASDAQGM:ALGX)",4136495,"Allegiance Telecom, Inc.",Acquired,Public Company,"Prior Sponsor-Backed [Massachusetts Financial Services Company;Goldman Sachs Asset Management, L.P.;Battery Ventures L.P.;Frontenac Company LLC;Putnam Investment Management, LLC;Metalmark Capital LLC;Cercano Management;T. Rowe Price Group, Inc. (NASDAQGS:TROW) (NASDAQGS : TROW);Madison Dearborn Partners, LLC;Wellington Management Group LLP (NASDAQGM : )]",1050738,"Allegiance Telecom, Inc.",Telecommunications,True
"Alliance Bancorp, Inc. of Pennsylvania (NASDAQGM:ALLB)",1016482,"Alliance Bancorp, Inc. of Pennsylvania",Acquired,Private Company,"Prior Sponsor-Backed [DePrince, Race & Zollo, Inc.;Firefly Value Partners, LP;PL Capital Advisors, LLC;Maltese Capital Management, LLC;Clover Partners, L.P.;Alliance Bank Employee Stock Ownership Plan;PL Capital, LLC;Context Capital Partners]",39659,Alliance Bancorp Inc of Pennsylvania,Banks,True
Alliance Fiber Optic Products Inc. (NASDAQGM:AFOP),4103971,Alliance Fiber Optic Products Inc.,Operating Subsidiary,Private Company,"Pending or Current Sponsor-Backed [Renaissance Technologies LLC]

Prior Sponsor-Backed [Columbia Wanger Asset Management, LLC;Presidio Partners;New Enterprise Associates, Inc.;Lightspeed Ventures, LLC;TPG Capital, L.P.;Transpac Capital Pte Ltd.;Acorn Campus, L.L.C.]",42380,Alliance Fiber Optic Products Inc,Technology Hardware and Equipment,False
"Alliance Insurance Agency, Inc.",4143965,"Alliance Insurance Agency, Inc.",Operating,Private Company,Never Sponsor-Backed,1284819,Alliance Insurance Agency INC,Financial Services,True
"Alliant Insurance Services, Inc.",4066000,"Alliant Insurance Services, Inc.",Operating Subsidiary,Private Company,"Pending or Current Sponsor-Backed [HarbourVest Partners, LLC;Public Sector Pension Investment Board]

Prior Sponsor-Backed [GTCR LLC;Stone Point Capital LLC;Goldberg Lindsay & Co. LLC;Blackstone Inc. (NYSE:BX) (NYSE : BX);Century Equity Partners LLC;KKR & Co. Inc. (NYSE:KKR) (NYSE : KKR);BBH Capital Partners;Lindsay Goldberg LLC]",156949,Alliant Insurance Services Inc,Insurance,False
Allis-Chalmers Energy Inc. (NYSE:ALY),4102888,Allis-Chalmers Energy Inc.,Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Guild Investment Management, Inc.;Straus Capital Management LLC;Griffon May, Inc.;Meadowbrook Capital Management, LLC;Gryphon Management Partners, L.P.;Lime Rock Partners, LLC;Energy Spectrum Capital;Palo Alto Investors LP;Bristol Capital Advisors LLC;Morgan Keegan Ventures;Emerson Partners]",12878,Allis-Chalmers Energy Inc,Oil and Gas,True
"AllOver Media, LLC",4297767,"AllOver Media, LLC",Operating,Private Company,"Pending or Current Sponsor-Backed [GMB Mezzanine Capital;Norwest Mezzanine Partners;ShoreView Industries LLC;Fidus Investment Advisors, LLC;Five Points Capital LLC]

Prior Sponsor-Backed [Audax Management Company, LLC;Capital Southwest Corporation (NASDAQGS:CSWC) (NASDAQGS : CSWC)]",603017,AllOver Media LLC,Media,True
"Alloy Ventures, Inc.",4319145,"Alloy Ventures, Inc.",Operating,Private Company,Never Sponsor-Backed,2000742,Alloy Ventures INC,Financial Services,True
AloStar Bank of Commerce,4280018,AloStar Bank of Commerce,Acquired,Private Company,"Prior Sponsor-Backed [Oaktree Capital Management, L.P.;Stone Point Capital LLC;Fortress Investment Group LLC (NYSE:FIG) (NYSE : FIG);Pine Brook Road Partners, LLC]",202889,AloStar Bank of Commerce,Banks,True
Alpha Media Group Inc.,4162864,Alpha Media Group Inc.,Operating Subsidiary,Private Company,"Pending or Current Sponsor-Backed [Intermediate Capital Group plc (LSE:ICG) (LSE : ICG)]

Prior Sponsor-Backed [Quadrangle Group LLC;Cerberus Capital Management, L.P.;52nd Street Capital Advisors LLC]",2086547,Alpha Media Group Inc,Media,True
"Alpha Technologies Group, Inc.",4117622,"Alpha Technologies Group, Inc.",Out of Business,Private Company,Never Sponsor-Backed,107618,Alpha Technologies Group Inc,Software and Computer Services,False
Alphabet Inc. (NASDAQGS:GOOGL),4633618,Alphabet Inc.,Operating,Public Company,"Pending or Current Sponsor-Backed [NorthStar Asset Management, Inc.;Tiger Global Management, LLC;Zevin Asset Management, LLC;Boston Common Asset Management, LLC;Perpetual Investment Management Limited;Arjuna Capital, LLC;Sherpalo Ventures;Massachusetts Laborers' Benefit Funds;Loring, Wolcott & Coolidge Fiduciary Advisors, LLP;New York State Common Retirement Fund;Harrington Investments, Incorporated;NorthStar Asset Management Company, LLC;Clean Yield Group Inc.;Brederode SA (ENXTBR:BREB) (ENXTBR : BREB);Sonen Capital LLC;JOHCM (USA) Inc;Tugboat Ventures, LLC;Walden Asset Management;2020 Ventures, LLC;Alexandria Venture Investments, LLC;South Ventures;SEIU Pension Plans Master Trust;The Unitarian Universalist Common Endowment Fund LLC;Pax World Funds;United Church Funds;Domini Impact Investments LLC;Robeco Asset Management;Northwest & Ethical Investments L.P.;Laborers District Council and Contractors of Ohio Pension Fund;Oblate International Pastoral Investment Trust;Signatures Capital, LLC;Trillium Asset Management, LLC;Boston Trust Walden Company;Azzad Asset Management, Inc.;TCI Fund Management Limited;The Firefighters Pension System of the City of Kansas City]

Prior Sponsor-Backed [Kleiner Perkins Caufield & Byers;Westech Investment Advisors, LLC;Public Investment Fund;The Marco Consulting Group Trust I;Cota Capital Management LLC;Sequoia Capital Operations LLC;Angel Investors L.P.;Leader Ventures]",178517,Alphabet Inc,Financial Services,False
"AlphaClone, Inc.",4283838,"AlphaClone, Inc.",Operating,Private Company,Pending or Current Sponsor-Backed [Operative Capital],1247304,Alphaclone Inc.,Financial Services,True
"Alphonso Labs, Inc.",4384784,"Alphonso Labs, Inc.",Acquired,Private Company,"Prior Sponsor-Backed [Lightspeed Ventures, LLC;Redpoint Management, LLC;Mayfield Fund, L.L.C.;Greycroft LP;Harrison Metal Capital;Lerer Hippeau Ventures Management, LLC;New Enterprise Associates, Inc.;Headline]",2168003,Alphonso Labs Inc,Software and Computer Services,True
Alpine Associates Management Inc.,4134437,Alpine Associates Management Inc.,Operating,Private Company,Never Sponsor-Backed,603558,Alpine Associates Management Inc,Financial Services,False
"Alpine Income Property Trust, Inc. (NYSE:PINE)",19353248,"Alpine Income Property Trust, Inc.",Operating,Public Company,"Pending or Current Sponsor-Backed [Crescent Real Estate Holdings LLC;CTO Realty Growth, Inc. (NYSE:CTO) (NYSE : CTO)]",1382419,Alpine Income Property Trust Inc,Financial Services,True
"ALPS Fund Services, Inc.",4207034,"ALPS Fund Services, Inc.",Operating Subsidiary,Private Company,Prior Sponsor-Backed [Lovell Minnick Partners LLC],2556328,Alps Fund Services Inc,Financial Services,True
Alps Holdings Inc.,4198891,Alps Holdings Inc.,Operating Subsidiary,Private Company,Prior Sponsor-Backed [Lovell Minnick Partners LLC],1244904,Alps Holdings Inc,Financial Services,True
